user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,hashtags,source,is_retweet
KGW News,"Portland, Oregon","Breaking news, weather, entertainment, & information, for Portland area; NBC affiliate; News tips: newsdesk@kgw.com or TEXT (503) 226-5088 #kgwnews #kgw",3/20/2008 18:11,254799,1225,3896,TRUE,1/12/2023 15:59,,SocialNewsDesk,FALSE
🇮🇳 SA PhD,England,Senior public Health Expert - Data Analysis and Information Management,1/17/2021 23:33,341,810,10519,FALSE,1/12/2023 15:58,,Twitter for iPhone,FALSE
Tifa,"New Orleans, LA","the black community raises sons they don't want their daughters to be with. if your ANY type of phobic or hate women, move around",4/24/2015 23:49,133,377,88339,FALSE,1/12/2023 15:54,,Twitter for iPhone,FALSE
WWL-TV,,"Breaking Stories and information from WWL-TV Channel 4, Eyewitness News, CBS affiliate in New Orleans",3/31/2008 21:36,227364,907,13456,TRUE,1/12/2023 15:52,,SocialNewsDesk,FALSE
KTVB.COM,"Boise, ID","Boise and Idaho local news, weather and sports from KTVB, Idaho's #1 news source. Download our app for news & weather alerts: https://t.co/k3UzIoVwgy",5/21/2008 18:08,108343,4415,1253,TRUE,1/12/2023 15:51,,SocialNewsDesk,FALSE
KAGS News,Bryan/College Station. TX,"NBC TV affiliate and Emmy and Murrow award-winning local news station in Bryan, TX. Send breaking news tips at news@kagstv.com.",10/13/2011 18:47,7010,1244,4033,TRUE,1/12/2023 15:50,,SocialNewsDesk,FALSE
News19 WLTX,"Columbia, SC","News19 WLTX is On Your Side with Breaking News, Weather and Sports from Columbia, SC. Retweets are not an endorsement. | https://t.co/LZlhk3HLnv",11/14/2008 14:14,125991,3214,18795,TRUE,1/12/2023 15:50,,SocialNewsDesk,FALSE
11Alive News,Atlanta,"Welcome to 11Alive: Where Atlanta Speaks. Here, you'll find the top stories and news from 11Alive in Atlanta. Follow us on Facebook: https://t.co/0mK58EWBhr",3/31/2008 19:05,426517,2706,5557,TRUE,1/12/2023 15:50,,SocialNewsDesk,FALSE
13WMAZ News,"Macon, GA",Central Georgia's leading news source. Follow 13WMAZ for the latest breaking news and top headlines.,1/1/2009 13:17,74265,468,1783,TRUE,1/12/2023 15:50,,SocialNewsDesk,FALSE
André Picard,,"André Picard is the health columnist at The Globe and Mail. Author of   ""NEGLECTED NO MORE"".
Find me on Mastodon: @picardonhealth@med-mastodon.com",2/15/2011 22:51,136445,1987,2408,TRUE,1/12/2023 15:38,,Twitter Web App,FALSE
Corina Flores-H.PhD. Advisor.,Estados Unidos Mexicanos,"Experiencia en Multimodalidad educativa Capacitación online, Salud ocupacional y ambiental . Elaboración de Programas y Proyectos, Innovación English, Portugues",6/23/2012 4:58,16,212,415,FALSE,1/12/2023 15:31,,Twitter for Android,FALSE
ANews,"Istanbul, Turkey","Perspectives change, truth remains; discover the truth for justice.
Whatsapp: +90 505 199 10 00 | https://t.co/wgoKfje4fJ | https://t.co/hdhijP9jKK | https://t.co/S2nQnoVAtf",10/21/2016 13:00,35150,275,1,FALSE,1/12/2023 15:15,['kraken'],ANews Twitter,FALSE
Pandemia,,All things pandemic focusing currently on COVID-19 or to give it its common name coronavirus.,3/26/2020 22:59,24,42,17,FALSE,1/12/2023 15:05,"['Coronavirus', 'Covid']",SocialBee.io v2,FALSE
Val Giddings,,"ITIF life sci guru, professional skeptic, biotech expert, policy wonk, beekeeper, lover of wilderness. will travel miles for dark night skies. opinions my own.",2/5/2013 16:35,5417,5961,62581,FALSE,1/12/2023 14:41,,Twitter Web App,FALSE
News & Record,"Greensboro, NC","Official Twitter feed of the News & Record. Find news, sports, opinion, videos, photos, RTs from journalists. Join the conversation.",1/4/2008 21:04,57168,535,439,FALSE,1/12/2023 14:39,,SocialNewsDesk,FALSE
Madeleine Dumais-Reynolds,,Are you smart enough to take Garlic for COVID,9/7/2022 15:14,663,526,701,FALSE,1/12/2023 14:32,,Twitter Web App,FALSE
ANADOLU AGENCY,Ankara - TÜRKİYE,"News from around the world, digital content, human interest stories by
Anadolu Agency

Also follow
📸+ 🎥: @anadoluimages TR: @anadoluajansi AR: @aa_arabic",1/19/2011 14:45,196992,28,0,TRUE,1/12/2023 13:10,,aa.com.tr,FALSE
Sir Stavros 🐾,,You cannot erase history by simply saying it didn’t happen.,9/5/2022 13:44,178,257,6298,FALSE,1/12/2023 12:48,,Twitter for iPhone,FALSE
anita fellows4 🌊#bluecrew,,"baby boomer, despise GOP, Trump and his followers, get rid of electoral college, RESISTER, vote blue, main acct @an3ita5🌊 please follow both accts. TY",12/22/2021 12:52,1196,1521,2388,FALSE,1/12/2023 12:45,,Twitter Web App,FALSE
🌻🇨🇦 Merlin 🇨🇦 🌻Wear an N95 #COVIDisAirborne,Canada,I am a Maritimer & Albertan but I am a Canadian First. I do not need an effing Sovereignty Act.  I have worn an N95 since Feb 2020. #MaskTheKRAKEN,11/28/2012 23:48,12138,9096,278016,FALSE,1/12/2023 12:42,,Twitter for Android,FALSE
Hummingbird,"Maryland, USA","Husband, Father, Grandpa, Honorably Retired Navy Veteran and Democrat. Unalienable rights: Life, Liberty and the Pursuit of Happiness. #BidenHarris 🌊",1/24/2019 3:42,5331,5752,1621,FALSE,1/12/2023 12:04,,Twitter for iPhone,FALSE
Journal World Wide,,"There has been a rapid expansion of Journalworldwide as a source of online news and information. Football, movies, and video games are all covered on the site,",6/23/2022 3:55,1,0,0,FALSE,1/12/2023 11:26,,Blog2Social APP,FALSE
U.S. News & World Report,"Washington, D.C.","Life’s decisions made here since 1933. Breaking news and analysis, consumer advice and the original rankings guide.",6/4/2007 19:19,171602,704,606,TRUE,1/12/2023 11:01,,Naytev,FALSE
Sebastian Kraemer 💙 #EndFossil,London,employed continuously and only in the National Health Service from 1970 to 2015. 'Mean societies produce mean people' https://t.co/iO2maDNOlt,7/21/2011 19:46,2524,4826,10985,FALSE,1/12/2023 9:30,,Twitter for iPad,FALSE
Microbes.info,Earth,"Tweeting and RT-ing microbiology news, articles and comments relevant to aspects on bacteria, fungi, viruses and other microbes / microorganisms. Microbes are 💪",4/12/2019 20:42,1503,516,15765,FALSE,1/12/2023 8:00,"['COVID', 'coronavirus', 'omicron', 'subvariant', 'Florida', 'COVID19', 'PublicHealth']",Buffer,FALSE
Expat Life in Indonesia,"Jakarta Capital Region, Indone",Expat Living Guide for Indonesia,7/26/2020 16:09,104,363,0,FALSE,1/12/2023 5:40,,TweetDeck,FALSE
The Royal Melbourne Hospital,"Parkville, Victoria, Australia","Advancing care for everyone, every day. For 24 hour support or in an emergency call 000.",4/4/2009 2:47,13722,510,4203,TRUE,1/12/2023 5:30,,Twitter Web App,FALSE
Los Angeles Times,"El Segundo, CA",News from a West Coast perspective.,10/9/2008 11:07,3998337,6885,3338,TRUE,1/12/2023 5:12,,SocialNewsDesk,FALSE
Indians in Kuwait (IndiansinKuwait.com),Kuwait,"Indians in Kuwait, popularly known as IIK is the most preferred news destination for the expatriate community in Kuwait.  Visit us for all India Kuwait news",12/21/2009 11:15,11398,12,1,FALSE,1/12/2023 4:08,,dlvr.it,FALSE
Canoe,Canada,"News, sports, entertainment, lifestyle, travel and tech, from one of Canada's largest general interest websites.",5/14/2007 17:26,8480,2016,1673,TRUE,1/12/2023 3:31,,Echobox,FALSE
Betty C. Jung,United States,"Betty C. Jung MPH RN MCHES® Adjunct lecturer, Public Health; PHENOM Director; Webmaster #PublicHealth #Health #Science #Technology #Culture #COVID19",3/1/2010 19:12,1095,202,2931,FALSE,1/12/2023 3:02,,Twitter Web App,FALSE
Democrat-Herald,Albany,"Your source for news in Albany, Oregon.",1/13/2009 17:55,3351,193,161,FALSE,1/12/2023 2:54,,SocialNewsDesk,FALSE
GazetteTimes.com,"Corvallis, OR","Your source for news and information in Corvallis, Oregon and the mid-Willamette Valley",8/14/2008 18:27,6856,1002,214,FALSE,1/12/2023 2:52,,SocialNewsDesk,FALSE
Bruno J. Navarro,"New York, USA","@bruno_j_navarro@mastodon.lol | newsroom veteran, fledgling cellist, former emt | he/they | ex @CNBC, @WWD, @TODAYshow, @NBCNews, @AP, @azcentral",6/3/2010 20:16,7493,9993,236851,TRUE,1/12/2023 2:13,,Twitter for iPhone,FALSE
Public Health - Seattle & King County,"Seattle & King County, WA","Public Health - Seattle & King County works to protect and improve the health and well-being of all people in King County, WA.",5/18/2010 0:05,42513,886,2369,TRUE,1/12/2023 2:00,"['COVID', 'COVID19']",Twitter Web App,FALSE
Max Powers,"Sea Isle City, NJ","OV1 -25. I’m an Octogenarian, I want dRUMPf 4 PRISON, background cks 4 ALL guns; BLM, LGBTQ, SCIENCE IS REAL! Followed by BDD, @Ironhorse76. BLOCK TROLLS,MAGA",8/31/2018 19:14,10920,11815,1720,FALSE,1/12/2023 0:55,,Twitter for iPhone,FALSE
gene,Japan,"Covid hasn’t given up all its secrets. Here are 6 mysteries experts hope to unravel
https://t.co/0kQIAWSjtD…",5/25/2020 6:41,112,158,1755,FALSE,1/12/2023 0:50,,Twitter Web App,FALSE
Healthy Torontonians,"Toronto, Ontario",Towards a Healthy Life!,9/24/2016 23:32,92,52,0,FALSE,1/12/2023 0:32,,dlvr.it,FALSE
Immunisation Coalition,"Melbourne, Australia",The Immunisation Coalition is an Australian not for profit advocacy group with a mission to create awareness for the importance of immunisation,1/30/2013 1:03,1102,1500,923,FALSE,1/12/2023 0:06,,Twitter Web App,FALSE
Sam Wong AM (黃樹樑）,"Canberra, Australian Capital Territory","Past Chair, Aust Red Cross(ACT Division); former Principal Pharmacist, TGA, Dept of Health, Aust Government (retired after 37 years). Now a full time Volunteer.",5/9/2013 9:35,679,418,282,FALSE,1/11/2023 23:27,,Twitter for iPhone,FALSE
OSAP.org,"Atlanta, GA","The Organization for Safety, Asepsis and Prevention promotes infection prevention & safety policies & practices to the global dental community.",2/17/2010 15:24,1320,678,289,FALSE,1/11/2023 22:57,,Twitter Web App,FALSE
URNewz.net,,,8/11/2022 2:00,61,62,0,FALSE,1/11/2023 22:46,"['news', 'health']",urnewz.net prod,FALSE
Global National,Watch online,"The most informative half-hour in Canada. Weeknights with @DFriesenGlobal. For breaking news, follow @globalnews.",11/27/2008 18:07,259588,429,1593,TRUE,1/11/2023 22:32,,dlvr.it,FALSE
Globalnews.ca,,Breaking Canadian news with a fresh perspective on local & international headlines 🚨YT: https://t.co/ZNfHkcqrqK 🚨 TikTok: https://t.co/kAUcasXShd,2/22/2010 17:53,830358,298,12711,TRUE,1/11/2023 22:31,,SocialFlow,FALSE
Julio Marchi © Speaks Out,United States,"Technology Scientist, Executive & Entrepreneur. Startup Aficionado. Software Engineer. Publisher & Journalist Enthusiast. Passionate Storyteller & Musician.",5/4/2009 18:08,5972,5345,542,FALSE,1/11/2023 22:21,,Omnihanded Interactive News,FALSE
Mr. Skanner,NY,"A lone wolf that reads, learns, and shares for those willing to expand their horizons and break free from mainstream media and their own little centrist bubble.",7/22/2012 2:32,302,1290,14,FALSE,1/11/2023 22:21,,Omnihanded MrSkanner App,FALSE
Amesh Adalja,"Pittsburgh, Baltimore, NYC","Infectious disease MD (also CCM & EM) focused on pandemics, emerging infections, biosecurity, biotech https://t.co/0U7G1vKrK6",12/16/2010 20:41,39579,2143,5027,TRUE,1/11/2023 22:13,,Twitter for iPad,FALSE
Liz Szabo,"Washington, D.C.","Senior correspondent at Kaiser Health News. I normally cover the quality of medical care for seniors. Now, I cover COVID-19. She/Her RTs aren't endorsements.",6/17/2009 20:51,70333,40721,38849,TRUE,1/11/2023 22:11,,Twitter for iPhone,FALSE
CIDRAP,"Minneapolis, MN",the Center for Infectious Disease Research and Policy at the University of Minnesota,4/29/2009 16:56,35996,327,1448,TRUE,1/11/2023 21:57,['COVID'],Hootsuite Inc.,FALSE
Crawford Kilian,"North Vancouver, BC",Retired college teacher & persistent writer. Now on Substack https://t.co/ZI2mFCndIM Born 1941 (CO2 ppm: 310). Polio survivor.,1/15/2009 22:39,10660,4201,5906,FALSE,1/11/2023 21:53,,Twitter Web App,FALSE
Los Angeles Times,"El Segundo, CA",News from a West Coast perspective.,10/9/2008 11:07,3998337,6885,3338,TRUE,1/11/2023 20:45,,SocialNewsDesk,FALSE
Cape Argus,"Cape Town, South Africa","Cape Town's oldest daily newspaper, bringing you the news since 1857. We publish in the morning and afternoon and online. Visit our Facebook page to comment.",11/8/2010 4:45,49683,820,394,FALSE,1/11/2023 20:43,,Echobox,FALSE
Daily Maverick,South Africa,"The need to Defend Truth has never been greater. Support free, fair, fearless reporting. Become a Maverick Insider: https://t.co/ifFGQCBOOD",9/4/2009 17:58,552746,1907,192,TRUE,1/11/2023 20:41,,Echobox,FALSE
Sofia Rita Belmonte,Canberra,(CCCD) - (CBL-C-B12) Patient HRS Pioneer of Proven Combined Cobalamin C (MMA with HCU) Metabolic IEM Genetic  Defect. E Activist.,12/11/2015 23:31,613,3814,21116,FALSE,1/11/2023 20:32,,Twitter Web App,FALSE
Hickory Daily Record,"Hickory, NC",Serving the Catawba Valley region for 100 years. Send news tips to news@hickoryrecord.com & sports@hickoryrecord.com,5/4/2009 17:58,8443,205,0,FALSE,1/11/2023 20:17,,SocialNewsDesk,FALSE
ProMED-EAFR,Anglophone Africa,"ProMED-EAFR is a sub-regional initiative of ProMED-mail focusing on emerging diseases in humans, animals and crops in Anglophone Africa",8/4/2010 20:02,423,6,0,FALSE,1/11/2023 20:01,,Zapier.com,FALSE
Nat'l Urban League,New York,"The National Urban League is the nation's largest historic civil rights + urban advocacy org., devoted to empowering communities + changing lives since 1910.",2/19/2009 15:35,109466,1939,8339,TRUE,1/11/2023 19:36,,Twitter Web App,FALSE
Dan Levy,Toronto,Tech Aficionado. Problem Solver. Renaissance Guy. Puts Words Together Good. Photographer. @GiftofLife Donor & Ambassador. https://t.co/wEw5Soqhl3,12/17/2008 4:58,6910,1604,11888,FALSE,1/11/2023 19:36,,Twitter Web App,FALSE
Genevieve Poole,,,9/16/2020 15:39,1170,4998,63217,FALSE,1/11/2023 19:32,,Twitter Web App,FALSE
S,Wild Blue Yonder,"#StandWithUkraine. COVID deniers spreading misinformation! followed by Dworkin, GLENN KIRSCHNER. vaccinated. COVID is Airborne! f Putin",1/26/2014 3:29,5680,6060,274259,FALSE,1/11/2023 19:08,,Twitter for iPad,FALSE
Richard Craver,,"Winston-Salem Journal senior business, healthcare and N.C. General Assembly reporter since January 2003.",2/8/2010 17:41,876,8,4,FALSE,1/11/2023 18:52,,Twitter Web App,FALSE
Winston-Salem Journal,"Winston-Salem, N.C.","Your local news source for Winston-Salem & Northwest North Carolina, since 1897. #wsnc",3/9/2009 19:12,61115,910,702,FALSE,1/11/2023 18:42,,SocialNewsDesk,FALSE
KVOA News 4 Tucson,"Tucson, Arizona","Broadcasting live from Tucson, Arizona.",11/20/2008 23:17,87333,1596,1949,TRUE,1/11/2023 18:30,,SocialNewsDesk,FALSE
Instopic,,"All the hot topics, instantly! Generated by AI and Machine Learning. Help by voting on the quality of articles. All images generated by Dall•E2.",12/22/2022 7:29,1,2,0,FALSE,1/11/2023 18:10,,instopic_post,FALSE
WSIL News,"Carterville, IL","News 3 WSIL serves viewers in southern Illinois, southeast Missouri and western Kentucky.",2/24/2009 22:41,38149,239,251,TRUE,1/11/2023 18:05,,SocialNewsDesk,FALSE
Liz 😒😷,,"GenX, lifelong atheist, liberal, Pet Shop Boys, Britney & Hello Kitty addict, misanthropic, anti-natalist, militantly childfree & pro-choice.",2/20/2010 8:57,2504,2352,214647,FALSE,1/11/2023 17:30,,Twitter Web App,FALSE
CBS Austin,"Austin, Texas","News, weather and sports updates from CBS Austin in Austin, Texas.",4/29/2008 23:00,116649,13103,2912,TRUE,1/11/2023 17:09,,TweetDeck,FALSE
Montreal Gazette,"Montreal, QC","Follow for features, news and to-the-minute updates on developing stories. Join the conversation.",8/5/2009 16:21,253232,363,725,TRUE,1/11/2023 16:42,,Echobox,FALSE
Newbe Lyn,,自媒体,5/27/2022 16:12,10,36,4,FALSE,1/11/2023 15:46,,Publer.io,FALSE
Val Giddings,,"ITIF life sci guru, professional skeptic, biotech expert, policy wonk, beekeeper, lover of wilderness. will travel miles for dark night skies. opinions my own.",2/5/2013 16:35,5417,5961,62581,FALSE,1/11/2023 15:27,,Twitter Web App,FALSE
Gate 15,United States of America,"Risk Management: Info / Threat Analysis, Operations, Preparedness & Critical Infrastructure Security & Resilience https://t.co/vrCkP4dQVt",5/5/2014 18:01,2346,3032,25040,FALSE,1/11/2023 14:56,['COVID'],Twitter for Mac,FALSE
Deming Headlight,"Deming, New Mexico","Your information resource for news, sports, and entertainment in Deming, and Southwestern New Mexico.",9/24/2010 18:04,2137,218,173,TRUE,1/11/2023 14:38,"['COVID19', 'CovidIsNotOver']",Twitter Web App,FALSE
Andy_Weeble_Weaver💙⚫🥀🦡🐿️🌍😷💉×4,"Perry, Birmingham, Gaia","Squirrel Herder,
Iconoclast,
Rejoiner,
Republican,
Brummie,
Atheist,
(Lapsed Solipsist),
Human,
Xenophile.

@andyweaver@mastodonapp.uk",3/30/2019 17:05,4178,5002,405217,FALSE,1/11/2023 13:41,,Twitter for Android,FALSE
Pandemia,,All things pandemic focusing currently on COVID-19 or to give it its common name coronavirus.,3/26/2020 22:59,24,42,17,FALSE,1/11/2023 13:05,"['Coronavirus', 'Covid']",SocialBee.io v2,FALSE
Chris Jones,"Newcastle, New South Wales",I am an enemy of China Communist Party and everything it stands for. I promote the Rights of citizens and hope for a new vital Government of and for the people.,9/21/2011 9:43,846,228,7672,FALSE,1/11/2023 13:04,,Twitter Web App,FALSE
Sandbird,Greece,Love coding,11/8/2010 22:15,1379,703,25812,FALSE,1/11/2023 12:53,,Twitter Web App,FALSE
KUWAIT TIMES,Kuwait,The First English Daily in the Arabian Gulf | Since 1961 | For Arabic News @kuwaitnews,11/8/2011 19:01,45561,2,235,TRUE,1/11/2023 12:43,"['Omicron', 'COVID', 'Kuwait']",Twitter for iPhone,FALSE
Cynthia,,"Love all the good things in the world.💐
（互fo 图侵删）",10/5/2022 19:50,311,374,1809,FALSE,1/11/2023 12:06,,Twitter Web App,FALSE
CatherineM,Australia ,"LaTrobe Uni,Swinburne Uni,Phillip Institute of Tech. Co-Author:Reflections on Education-Australian perspectives.Linton Medallist.Profile pic via @artlessartthou",12/23/2013 9:31,1579,525,90247,FALSE,1/11/2023 10:56,,Twitter Web App,FALSE
SKN Observer,Saint Kitts and Nevis,The Observer is your unbiased source of news and views from St. Kitts and Nevis,11/9/2016 20:03,1053,5,0,FALSE,1/11/2023 10:40,,dlvr.it,FALSE
Yvonne Yong,,"TV news broadcaster, currently with ABC Australia. Views posted here are my own",10/12/2012 11:26,2991,666,676,FALSE,1/11/2023 10:14,['TheWorld'],TweetDeck,FALSE
福武 忍,たこやき星,"動物の絵を描いています。
Mastodonはこちら https://t.co/shWNWbTQxz",9/6/2009 7:39,2754,2841,115830,FALSE,1/11/2023 9:42,,Twitter Web App,FALSE
Just Davo,Sydney,"Aging metalhead, Ex Yorkshireman  Cyclist of no note. Labor supporter, Bankrupt Pensioner. Oh well ,Tolerates many points of view, Except Ignorance.",3/6/2009 10:48,5885,5882,18345,FALSE,1/11/2023 8:54,,Twitter Web App,FALSE
Khaleej Times,United Arab Emirates,"The official Twitter feed of Khaleej Times, the UAE's first and leading English daily
https://t.co/bKx3o3oPhX",1/11/2009 7:56,969651,1236,30,TRUE,1/11/2023 8:41,"['Covid19', 'Omicron']",Twitter Web App,FALSE
SEMIP,South East Melbourne,,1/10/2011 4:29,365,720,1870,FALSE,1/11/2023 8:21,,Twitter for iPhone,FALSE
Global Roamer,,,8/15/2014 3:51,123,241,4707,FALSE,1/11/2023 8:21,,Twitter for iPhone,FALSE
Jürgen W.,Australia,Flâneur Boards Advisor Mentor 🚗,4/8/2010 23:08,614,1159,13133,FALSE,1/11/2023 8:20,,Twitter for iPhone,FALSE
💧Wayne-Sewer Rat 🐀 Proletariat - Rogers,"Corio, Kulin Nation Land","Retired postie & lots more, ex pastor , kitchen hand/cook , carer , adult shop attendant , swimming pool attendant , office clerk  , filing clerk. NO🚫DM's .🌈",8/25/2016 15:39,2033,2528,328467,FALSE,1/11/2023 8:15,,Twitter Web App,FALSE
Liz O'Neill @lizzie_oneill@mastodon.au,"Penrith, NSW, Australia",I am a social activist with a political and humanitarian conscience. South Sydney Rabbitohs tragic. Ehlers-Danlos Syndrome. Aspiring Sculptor/Artist/Designer.,4/13/2011 12:10,2608,4896,125167,FALSE,1/11/2023 7:08,,Twitter for iPhone,FALSE
Robert 😷 #COVIDisAirborne,"Wurundjeri land, Victoria",Chinese Australian 🇦🇺 | Climate Change Action ☔️🔥🏝 | Pro-science #GetBoosted #KeepMasking 💉😷 | Racism Not Welcome #StopAsianHate | He/him,8/10/2020 3:06,47,439,4852,FALSE,1/11/2023 6:57,,Twitter for iPhone,FALSE
Matthew #COVIDisAirborne,"Melbourne, Victoria","Victorian HCW in Melbourne 🇦🇺. #WearAMask advocate 😷, because #COVIDisAirborne. Opinions my own. RT≠endorse. Stay safe! ❤️",6/29/2020 7:50,59,346,4614,FALSE,1/11/2023 6:55,,Twitter for iPhone,FALSE
U.C.G.1,Oceania,"Welcome to seeking answers to the past, present & the destiny of humankind.",6/26/2011 8:03,4291,4222,564,FALSE,1/11/2023 6:23,,Twitter Web App,FALSE
NOT a Canberra Bubbler 🌲🌏🌲,Australia,"Fact checking is everybody's business.

PARODY (just kidding)

🌲🌏🌲",3/30/2013 6:48,21270,23137,38630,FALSE,1/11/2023 6:06,,Twitter for Android,FALSE
David Abbott,"North Carolina, USA","Contributing to COVID19 and climate discussions. Calling out all sides for ignorance,  inaccuracies, poor logic, and problematic tone. Statistician.",8/20/2018 19:42,829,1074,11777,FALSE,1/11/2023 5:54,,Twitter for Android,FALSE
Dr Imran Sheikh 🩺,"Rotterdam, The Netherlands.","MD  MS FACP Neurosurgeon
ICR researcher in Cancer Genomics. #KCL Alumni. #NHS reg Dr. CRUK 
https://t.co/oxznFwqqLA research lead. Currently relate with Erasmus MC",11/22/2011 23:51,15979,14164,18459,FALSE,1/11/2023 4:32,,Twitter Web App,FALSE
Andy Vermaut,"Diksmuide, België","Linked to WCPDCD,  
RT is not endorsement 
ActNow for Climate 
People Forests 
Fundamental rights Postversa
Whatsapp +32499357495 
denktankcarmenta@gmail.com",4/17/2011 16:39,31420,34230,1915,FALSE,1/11/2023 4:21,,dlvr.it,FALSE
Expat Life in Indonesia,"Jakarta Capital Region, Indone",Expat Living Guide for Indonesia,7/26/2020 16:09,104,363,0,FALSE,1/11/2023 4:17,,TweetDeck,FALSE
Function Group Limited,"Sheung Wan, Hong Kong",Function Group Limited provides advisory and trader services to certain prestige broker houses and dedicated investors.,7/16/2020 7:25,20,2,0,FALSE,1/11/2023 3:51,,Twitter Web App,FALSE
Asia Democracy Chronicles,,"We run features, op-eds, & analyses. Our focus is on civil liberties and human rights in Asia amid Covid-19. Pitch us a story! Email us at adn@adnasia.org",9/28/2020 15:49,420,310,18,FALSE,1/11/2023 3:48,,Twitter Web App,FALSE
Function Group (Labuan) Limited,"Labuan, Malaysia","Function Group (Labuan) Limited (“FGLL”) was incorporated in Federal Territory of Labuan, Malaysia.",3/3/2021 3:58,11,1,1,FALSE,1/11/2023 3:45,,Twitter Web App,FALSE
SuperTalk Mississippi,Mississippi,News. Sports. Politics. And The Good Things. | The Conversation Starts Here. | Call: 888-808-8637 | Text: 601-879-4395 | Listen/Watch: https://t.co/ZSckpK8D1D,1/20/2009 20:26,25113,394,4762,FALSE,1/11/2023 2:07,,Buffer,FALSE
Victoria,,"44  PRESIDENT BARACK OBAMA...  #uniteblue #BlueCrew 🌊💙🇺🇸  Joe Biden 46 PRESIDENT 
VP Kamala Harris 
Resist. Resistance. 🌊💙",7/21/2009 20:45,3789,3851,15297,FALSE,1/11/2023 1:30,,Twitter for Android,FALSE
The Syndemic News,Airborne,"As the #SARSCoV2 / #CoViD19 pandemic ripped, it created second-order health, economic and social effects, thus becoming a #syndemic. News Partly hand-curated.",10/27/2022 18:34,90,181,13,FALSE,1/11/2023 0:17,,dlvr.it,FALSE
WCCB Charlotte's CW,"Charlotte, NC","Watch WCCB  📺 💻📱We are your #1 source for news, weather, sports & entertainment. (Mentioning us in a tweet = consent to allowing WCCB to use your tweet)",6/11/2008 1:54,85721,1579,4384,TRUE,1/11/2023 0:12,,Echobox,FALSE
Crawford Kilian,"North Vancouver, BC",Retired college teacher & persistent writer. Now on Substack https://t.co/ZI2mFCndIM Born 1941 (CO2 ppm: 310). Polio survivor.,1/15/2009 22:39,10660,4201,5906,FALSE,1/10/2023 23:21,,Twitter Web App,FALSE
Sara,,Jew. Zionist. I vote for Democrats but sometimes agree with Republicans. Lab leak. ✡️☸️🇺🇸🇮🇱🩼😷,1/23/2022 7:04,155,994,15057,FALSE,1/10/2023 23:09,,Twitter Web App,FALSE
🌻🇨🇦 Merlin 🇨🇦 🌻Wear an N95 #COVIDisAirborne,Canada,I am a Maritimer & Albertan but I am a Canadian First. I do not need an effing Sovereignty Act.  I have worn an N95 since Feb 2020. #MaskTheKRAKEN,11/28/2012 23:48,12138,9096,278016,FALSE,1/10/2023 23:07,,Twitter for Android,FALSE
San Francisco Chronicle,"San Francisco, CA",Delivering the Bay Area’s best journalism every day. Subscribe and support the newsroom: https://t.co/p8tnyqwzKs,3/10/2010 0:44,296534,443,3332,TRUE,1/10/2023 22:56,,SocialFlow,FALSE
Max Powers,"Sea Isle City, NJ","OV1 -25. I’m an Octogenarian, I want dRUMPf 4 PRISON, background cks 4 ALL guns; BLM, LGBTQ, SCIENCE IS REAL! Followed by BDD, @Ironhorse76. BLOCK TROLLS,MAGA",8/31/2018 19:14,10920,11815,1720,FALSE,1/10/2023 22:46,,Twitter for iPhone,FALSE
WebMD,USA,WebMD and our medical team bring you the most trustworthy and timely health news and information.,3/23/2009 1:43,3120460,413,4829,TRUE,1/10/2023 22:30,,Sprinklr Publishing,FALSE
Gurdeep Parhar,"British Columbia, Canada","Clinical Professor...HealthEquity&SocialJustice
Pacific Coast Recovery Care & Adult ADHD
Enhancing: Education, Research & Clinical Care",3/21/2016 13:55,66732,48,4960,FALSE,1/10/2023 21:57,,BHIVE Nectar,FALSE
SuperTalk News,"Mississippi, USA",SuperTalk News is a multimedia news network airing hourly reports on more than 45 radio stations around the state of Mississippi.,6/1/2012 14:01,11278,578,1247,FALSE,1/10/2023 21:15,,Buffer,FALSE
CIDRAP,"Minneapolis, MN",the Center for Infectious Disease Research and Policy at the University of Minnesota,4/29/2009 16:56,35996,327,1448,TRUE,1/10/2023 21:00,['COVID'],Hootsuite Inc.,FALSE
The Foster Jones Group,Washington D.C.,The premier digital #marketing corporation for #urban #digital #entrepreneurs. Building smart urban networks.,6/2/2014 2:13,99,257,8,FALSE,1/10/2023 20:25,,Zuitte Apps,FALSE
Sofia Rita Belmonte,Canberra,(CCCD) - (CBL-C-B12) Patient HRS Pioneer of Proven Combined Cobalamin C (MMA with HCU) Metabolic IEM Genetic  Defect. E Activist.,12/11/2015 23:31,613,3814,21116,FALSE,1/10/2023 20:24,,Twitter Web App,FALSE
Antonin,,Every breath I take without your permission raises my self estime. ☃☃☃☃☃☃☃,10/17/2020 15:14,12,53,1072,FALSE,1/10/2023 20:04,,TotoB12,FALSE
San Francisco Chronicle,"San Francisco, CA",Delivering the Bay Area’s best journalism every day. Subscribe and support the newsroom: https://t.co/p8tnyqwzKs,3/10/2010 0:44,296534,443,3332,TRUE,1/10/2023 19:50,,SocialFlow,FALSE
Radio India,,"Radio India, Vancouver's largest South Asian radio station, join us at https://t.co/YpfXp6oQLa",6/25/2012 22:20,227,20,7,FALSE,1/10/2023 18:21,"['Countries', 'passengers', 'wear', 'masks', 'flights', 'counter']",Twitter Web App,FALSE
